customer_id,customer_age,annual_income,employment_status,account_tenure,product_holdings,relationship_value,risk_segment,behavioral_score,credit_score,city,last_activity_date
CUST_000676,29,46346.43,Self-employed,1,2,10196.21,Near-Prime,726.76,727,Birmingham,2025-07-10
CUST_000677,18,11745.35,Part-time,0,2,2349.07,Subprime,195.89,648,Birmingham,2025-07-25
CUST_000678,42,25420.72,Part-time,3,3,9914.08,Near-Prime,319.12,728,Sheffield,2025-08-03
CUST_000679,33,59825.14,Full-time,1,2,13161.53,Prime,210.07,850,Cardiff,2025-07-29
CUST_000680,66,57680.44,Part-time,2,3,20764.96,Prime,133.33,811,Liverpool,2025-07-26
CUST_000681,139,173125.87,Retired,0,1,17312.59,Subprime,248.02,615,Bristol,2025-07-12
CUST_000682,28,45194.98,Full-time,1,5,24857.24,Prime,477.15,761,Liverpool,2025-08-02
CUST_000683,50,44964.73,Contract,4,2,12590.12,Near-Prime,346.05,730,Liverpool,2025-07-25
CUST_000684,31,495.0,Unemployed,1,1,54.45,Near-Prime,318.8,657,Bristol,2025-07-09
CUST_000685,47,81797.39,Full-time,5,5,61348.05,Prime,171.86,850,Leeds,2025-07-29
CUST_000686,18,3847.31,Student,2,1,461.68,Near-Prime,229.6,667,Liverpool,2025-08-01
CUST_000687,18,15122.16,Part-time,3,4,7863.52,Prime,26.09,780,Liverpool,2025-07-14
CUST_000688,55,92489.24,Full-time,4,5,64742.47,Prime,124.18,792,London,2025-07-30
CUST_000689,100,75842.36,Part-time,3,3,29578.52,Prime,325.84,850,Leeds,2025-07-26
CUST_000690,18,11526.72,Student,5,1,1729.01,Subprime,247.09,643,London,2025-07-31
CUST_000691,48,85077.75,Full-time,1,5,46792.76,Prime,451.0,850,Manchester,2025-07-16
CUST_000692,52,77302.13,Contract,0,3,23190.64,Prime,107.1,787,Bristol,2025-07-30
CUST_000693,41,51180.89,Full-time,0,3,15354.27,Prime,376.46,806,Sheffield,2025-07-17
CUST_000694,29,45699.81,Full-time,2,1,5483.98,Near-Prime,74.65,724,Bristol,2025-08-03
CUST_000695,18,40700.89,Full-time,7,1,6919.15,Near-Prime,97.23,709,Newcastle,2025-07-22
CUST_000696,29,5643.41,Unemployed,5,2,1693.02,Near-Prime,506.45,736,Liverpool,2025-08-07
CUST_000697,18,21525.73,Part-time,17,1,5811.95,Near-Prime,459.04,659,Manchester,2025-08-04
CUST_000698,18,21418.71,Full-time,3,3,8353.3,Near-Prime,46.12,734,Liverpool,2025-08-01
CUST_000699,18,16762.62,Full-time,0,1,1676.26,Subprime,157.56,607,Bristol,2025-07-31
CUST_000700,29,27990.42,Part-time,5,2,8397.12,Prime,311.35,850,Glasgow,2025-07-30
CUST_000701,35,7099.19,Unemployed,1,3,2342.73,Prime,238.01,754,London,2025-08-06
CUST_000702,68,73895.89,Retired,6,1,11823.34,Near-Prime,301.48,715,Leeds,2025-07-22
CUST_000703,25,61514.14,Full-time,1,2,13533.11,Near-Prime,207.18,673,Newcastle,2025-07-24
CUST_000704,23,88523.78,Self-employed,2,2,21245.71,Near-Prime,542.52,704,Cardiff,2025-07-20
CUST_000705,64,91778.94,Full-time,1,4,40382.73,Prime,59.66,799,Leeds,2025-07-13
CUST_000706,81,74196.06,Retired,3,4,38581.95,Prime,97.06,802,Manchester,2025-07-22
CUST_000707,21,10563.89,Part-time,1,3,3486.08,Near-Prime,393.24,658,Manchester,2025-07-30
CUST_000708,46,54181.34,Full-time,3,5,35217.87,Prime,487.26,850,Bristol,2025-07-20
CUST_000709,129,171226.66,Retired,11,4,143830.4,Prime,165.94,850,Newcastle,2025-07-31
CUST_000710,50,76772.82,Full-time,2,2,18425.48,Near-Prime,96.04,669,Newcastle,2025-08-05
CUST_000711,65,54220.16,Full-time,1,2,11928.44,Near-Prime,345.23,657,Liverpool,2025-08-07
CUST_000712,20,29142.21,Part-time,5,1,4371.33,Subprime,52.71,612,Bristol,2025-07-27
CUST_000713,32,20171.34,Full-time,6,5,16137.08,Prime,370.21,827,Birmingham,2025-07-25
CUST_000714,18,18644.64,Full-time,2,1,2237.36,Near-Prime,293.73,684,Liverpool,2025-07-10
CUST_000715,25,9600.0,Part-time,3,1,1248.0,Subprime,133.86,618,Manchester,2025-08-01
CUST_000716,63,80361.86,Full-time,0,4,32144.75,Prime,313.02,850,Liverpool,2025-07-24
CUST_000717,72,87894.45,Retired,0,4,35157.78,Prime,237.7,820,London,2025-07-17
CUST_000718,158,126144.68,Part-time,7,3,64333.79,Prime,216.01,850,Birmingham,2025-08-01
CUST_000719,136,161034.15,Retired,0,3,48310.24,Near-Prime,149.71,681,Sheffield,2025-07-19
CUST_000720,38,99265.41,Self-employed,1,3,32757.59,Prime,322.23,786,Manchester,2025-07-26
CUST_000721,18,52299.08,Full-time,2,1,6275.89,Subprime,760.47,614,Sheffield,2025-07-21
CUST_000722,19,37857.34,Full-time,2,4,18171.52,Prime,584.92,773,Bristol,2025-07-25
CUST_000723,21,16000.0,Full-time,3,2,4160.0,Subprime,319.74,612,Newcastle,2025-07-22
CUST_000724,18,41935.3,Part-time,1,3,13838.65,Near-Prime,165.99,677,Liverpool,2025-08-06
CUST_000725,20,28253.69,Part-time,0,1,2825.37,Subprime,85.55,562,Manchester,2025-07-22
CUST_000726,82,102650.05,Retired,1,5,56457.53,Prime,244.74,850,Liverpool,2025-08-04
CUST_000727,36,61573.26,Full-time,12,4,54184.47,Prime,96.42,804,London,2025-07-09
CUST_000728,51,41208.46,Full-time,5,3,18543.81,Prime,323.47,847,Liverpool,2025-08-03
CUST_000729,88,78288.44,Retired,0,2,15657.69,Prime,139.74,835,Leeds,2025-07-18
CUST_000730,23,63785.96,Full-time,3,2,16584.35,Subprime,591.39,598,Newcastle,2025-07-13
CUST_000731,62,37796.58,Part-time,3,2,9827.11,Prime,72.52,761,Glasgow,2025-07-20
CUST_000732,46,58963.6,Full-time,1,2,12971.99,Subprime,176.68,594,Bristol,2025-07-28
CUST_000733,44,45781.5,Full-time,3,2,11903.19,Near-Prime,524.26,707,London,2025-08-01
CUST_000734,37,56606.47,Full-time,4,1,7924.91,Near-Prime,525.98,694,Leeds,2025-08-04
CUST_000735,67,74337.69,Retired,10,4,59470.15,Prime,401.66,843,London,2025-07-20
CUST_000736,140,169653.93,Retired,4,4,95006.2,Prime,164.95,850,Glasgow,2025-08-01
CUST_000737,71,92104.11,Retired,1,5,50657.26,Prime,235.86,850,Leeds,2025-08-01
CUST_000738,21,9600.0,Part-time,3,4,4992.0,Prime,687.72,850,Liverpool,2025-07-30
CUST_000739,28,27055.66,Full-time,0,1,2705.57,Near-Prime,283.23,735,Sheffield,2025-07-09
CUST_000740,102,144154.1,Retired,5,2,43246.23,Prime,302.34,850,Manchester,2025-07-13
CUST_000741,84,142200.09,Retired,3,3,55458.03,Prime,240.37,850,Sheffield,2025-07-23
CUST_000742,128,171335.56,Retired,2,3,61680.8,Prime,178.37,782,Sheffield,2025-07-19
CUST_000743,50,41486.3,Part-time,2,1,4978.36,Near-Prime,380.37,676,Birmingham,2025-07-28
CUST_000744,18,16000.0,Full-time,3,3,6240.0,Near-Prime,75.57,715,Glasgow,2025-07-20
CUST_000745,69,68852.32,Retired,3,3,26852.4,Prime,343.06,819,Sheffield,2025-07-23
CUST_000746,46,81329.11,Self-employed,5,3,36598.1,Prime,11.8,814,London,2025-08-06
CUST_000747,29,53296.17,Full-time,2,4,25582.16,Prime,219.11,753,Birmingham,2025-07-26
CUST_000748,50,89503.17,Full-time,2,2,21480.76,Near-Prime,143.99,729,Manchester,2025-07-31
CUST_000749,52,57242.96,Full-time,2,3,20607.47,Prime,135.83,759,Liverpool,2025-08-04
CUST_000750,40,49444.58,Contract,5,3,22250.06,Near-Prime,414.14,697,Newcastle,2025-08-03
CUST_000751,44,56495.54,Full-time,1,2,12429.02,Prime,172.39,765,Glasgow,2025-07-25
CUST_000752,92,91327.85,Retired,3,3,35617.86,Prime,180.64,767,Cardiff,2025-07-29
CUST_000753,115,152757.65,Retired,5,2,45827.3,Prime,244.23,817,London,2025-08-04
CUST_000754,49,80335.15,Full-time,14,3,57841.31,Prime,95.16,800,Leeds,2025-07-25
CUST_000755,20,21781.85,Part-time,3,3,8494.92,Near-Prime,513.32,738,London,2025-07-26
CUST_000756,22,16000.0,Full-time,2,2,3840.0,Near-Prime,270.62,698,Leeds,2025-07-31
CUST_000757,77,63869.39,Part-time,5,3,28741.23,Prime,103.28,850,Birmingham,2025-07-22
CUST_000758,34,10222.04,Unemployed,0,3,3066.61,Near-Prime,127.24,675,Liverpool,2025-07-23
CUST_000759,41,78512.25,Self-employed,2,3,28264.41,Prime,215.16,829,Manchester,2025-07-21
CUST_000760,73,90671.36,Retired,2,5,54402.81,Prime,598.02,775,Bristol,2025-07-20
CUST_000761,18,3075.83,Student,6,2,984.26,Near-Prime,103.66,746,Leeds,2025-07-14
CUST_000762,30,27312.85,Full-time,4,1,3823.8,Subprime,76.45,627,Manchester,2025-07-18
CUST_000763,23,46721.75,Full-time,2,1,5606.61,Near-Prime,421.46,653,Bristol,2025-07-24
CUST_000764,18,28280.77,Full-time,2,2,6787.39,Near-Prime,90.0,687,Leeds,2025-07-14
CUST_000765,18,12446.64,Part-time,7,1,2115.93,Near-Prime,451.4,695,Sheffield,2025-08-04
CUST_000766,87,130531.21,Retired,7,4,88761.22,Prime,152.21,850,Birmingham,2025-07-17
CUST_000767,55,93655.67,Full-time,1,3,30906.37,Prime,29.07,808,Manchester,2025-07-18
CUST_000768,26,18269.6,Full-time,5,5,13702.2,Prime,81.39,797,Cardiff,2025-07-19
CUST_000769,31,46080.07,Full-time,9,4,35020.85,Prime,502.96,823,Newcastle,2025-08-01
CUST_000770,46,74969.48,Full-time,3,3,29238.1,Near-Prime,536.53,707,Cardiff,2025-07-22
CUST_000771,36,52044.54,Full-time,5,4,31226.72,Prime,233.14,802,Liverpool,2025-08-06
CUST_000772,38,16000.0,Full-time,1,5,8800.0,Prime,144.09,792,Sheffield,2025-08-03
CUST_000773,20,16000.0,Full-time,3,2,4160.0,Subprime,432.8,649,Newcastle,2025-08-06
CUST_000774,24,30486.44,Self-employed,9,2,11584.85,Subprime,121.05,575,Sheffield,2025-07-22
CUST_000775,26,36708.73,Full-time,2,2,8810.09,Subprime,142.76,628,Leeds,2025-07-13
CUST_000776,30,64052.86,Full-time,4,4,35869.6,Prime,167.86,756,Manchester,2025-07-18
CUST_000777,18,21698.73,Part-time,6,1,3471.8,Subprime,232.59,614,Leeds,2025-07-23
CUST_000778,48,66012.36,Full-time,4,3,27725.19,Prime,164.07,814,London,2025-07-20
CUST_000779,18,52862.16,Full-time,9,2,20087.62,Prime,119.02,777,Glasgow,2025-07-26
CUST_000780,25,78489.04,Self-employed,1,2,17267.59,Subprime,95.44,638,Cardiff,2025-07-17
CUST_000781,24,36345.61,Full-time,3,3,14174.79,Near-Prime,302.83,661,Manchester,2025-07-23
CUST_000782,52,27336.21,Part-time,3,1,3553.71,Near-Prime,292.54,693,Glasgow,2025-07-09
CUST_000783,38,39941.73,Full-time,1,1,4393.59,Subprime,34.03,625,Birmingham,2025-08-03
CUST_000784,48,43269.44,Full-time,1,3,14278.91,Near-Prime,251.65,673,Leeds,2025-07-15
CUST_000785,18,29621.91,Full-time,2,2,7109.26,Deep-Subprime,313.26,525,Glasgow,2025-07-22
CUST_000786,34,45231.95,Full-time,1,1,4975.51,Near-Prime,203.56,687,Glasgow,2025-07-11
CUST_000787,55,67588.95,Full-time,3,3,26359.69,Near-Prime,209.99,716,Cardiff,2025-07-11
CUST_000788,66,63255.62,Retired,3,1,8223.23,Near-Prime,495.48,748,Birmingham,2025-08-04
CUST_000789,18,35562.74,Full-time,0,2,7112.55,Subprime,214.41,562,Glasgow,2025-07-23
CUST_000790,18,20121.23,Part-time,1,1,2213.34,Subprime,197.22,580,Liverpool,2025-07-15
CUST_000791,23,19515.83,Full-time,5,2,5854.75,Prime,356.76,786,Manchester,2025-08-01
CUST_000792,98,126891.53,Retired,1,3,41874.2,Prime,364.08,805,Birmingham,2025-07-13
CUST_000793,24,34851.43,Full-time,5,1,5227.71,Near-Prime,224.74,744,Newcastle,2025-07-09
CUST_000794,84,131827.23,Retired,2,4,63277.07,Prime,129.53,850,Manchester,2025-08-05
CUST_000795,26,50361.61,Full-time,6,1,8057.86,Near-Prime,248.52,748,Leeds,2025-07-22
CUST_000796,53,43824.15,Full-time,4,4,24541.53,Prime,541.28,850,Sheffield,2025-07-31
CUST_000797,41,11195.55,Unemployed,5,2,3358.67,Near-Prime,187.38,699,Manchester,2025-08-01
CUST_000798,90,104725.8,Retired,2,1,12567.1,Near-Prime,245.94,669,Sheffield,2025-07-30
CUST_000799,18,6729.2,Student,7,1,1143.96,Near-Prime,233.64,695,Leeds,2025-07-25
CUST_000800,64,101262.0,Self-employed,4,2,28353.36,Prime,49.36,794,Leeds,2025-07-17
CUST_000801,22,33281.41,Full-time,1,2,7321.91,Prime,489.98,800,Sheffield,2025-07-11
CUST_000802,28,1186.48,Unemployed,2,2,284.75,Subprime,219.22,622,Birmingham,2025-07-21
CUST_000803,73,85282.03,Retired,6,5,68225.62,Prime,65.94,831,Bristol,2025-08-01
CUST_000804,18,9675.47,Student,4,5,6772.83,Prime,199.86,793,London,2025-07-14
CUST_000805,79,112044.66,Retired,2,2,26890.72,Prime,708.3,850,Leeds,2025-07-12
CUST_000806,18,13725.04,Part-time,4,4,7686.02,Prime,632.71,850,Leeds,2025-07-28
CUST_000807,18,44218.58,Full-time,1,2,9728.09,Subprime,393.26,590,Birmingham,2025-08-01
CUST_000808,18,19852.13,Full-time,9,5,18859.52,Prime,198.8,763,Sheffield,2025-07-12
CUST_000809,68,80147.28,Retired,9,3,45683.95,Prime,314.07,850,Bristol,2025-08-06
CUST_000810,54,68411.63,Contract,5,2,20523.49,Prime,263.02,758,Leeds,2025-07-11
CUST_000811,18,10217.3,Part-time,1,3,3371.71,Near-Prime,134.17,718,London,2025-07-16
CUST_000812,27,28600.48,Full-time,5,4,17160.29,Prime,253.9,765,Glasgow,2025-07-16
CUST_000813,84,122067.6,Retired,5,5,91550.7,Prime,171.67,850,Manchester,2025-08-05
CUST_000814,46,1550.97,Unemployed,2,2,372.23,Near-Prime,236.1,691,Glasgow,2025-07-23
CUST_000815,38,31088.74,Part-time,1,1,3419.76,Near-Prime,286.28,658,Bristol,2025-07-13
CUST_000816,31,64754.39,Full-time,5,2,19426.32,Prime,675.42,816,London,2025-07-21
CUST_000817,97,112659.06,Retired,1,2,24784.99,Near-Prime,128.12,671,Leeds,2025-07-14
CUST_000818,19,14816.45,Part-time,2,3,5333.92,Prime,566.33,770,London,2025-08-05
CUST_000819,42,61326.91,Full-time,1,3,20237.88,Near-Prime,30.5,717,Bristol,2025-07-29
CUST_000820,18,11341.07,Student,3,1,1474.34,Subprime,254.85,613,Liverpool,2025-08-07
CUST_000821,146,159680.05,Retired,7,4,108582.44,Prime,234.19,850,Bristol,2025-08-06
CUST_000822,25,20005.09,Full-time,4,4,11202.85,Prime,153.77,760,Manchester,2025-07-19
CUST_000823,78,73008.47,Part-time,1,2,16061.86,Prime,215.84,816,London,2025-08-03
CUST_000824,57,94893.16,Full-time,2,4,45548.72,Prime,388.75,774,Birmingham,2025-07-27
CUST_000825,54,58685.19,Part-time,1,2,12910.74,Prime,397.37,755,Bristol,2025-07-30
CUST_000826,18,10981.48,Student,6,1,1757.04,Subprime,323.14,627,Birmingham,2025-07-30
CUST_000827,62,67065.29,Full-time,6,3,32191.34,Prime,349.76,841,Liverpool,2025-07-23
CUST_000828,18,7733.2,Student,2,3,2783.95,Near-Prime,141.57,724,Liverpool,2025-08-06
CUST_000829,51,1976.89,Unemployed,1,4,869.83,Prime,226.38,807,Glasgow,2025-07-29
CUST_000830,59,107349.45,Self-employed,2,3,38645.8,Prime,347.28,771,Leeds,2025-07-23
CUST_000831,25,34709.16,Full-time,1,3,11454.02,Near-Prime,331.72,713,Manchester,2025-08-05
CUST_000832,41,47012.93,Full-time,10,1,9402.59,Near-Prime,298.26,737,London,2025-07-11
CUST_000833,31,70666.98,Full-time,1,3,23320.1,Near-Prime,271.44,678,Liverpool,2025-08-07
CUST_000834,18,9600.0,Part-time,10,2,3840.0,Near-Prime,651.25,710,Manchester,2025-07-13
CUST_000835,46,65020.9,Self-employed,2,4,31210.03,Prime,163.39,764,Glasgow,2025-07-19
CUST_000836,105,116729.19,Retired,2,2,28015.0,Prime,304.21,797,Sheffield,2025-07-19
CUST_000837,18,38244.79,Full-time,4,3,16062.81,Near-Prime,476.68,729,Newcastle,2025-07-21
CUST_000838,19,5807.33,Student,3,1,754.95,Near-Prime,252.62,691,Liverpool,2025-07-12
CUST_000839,60,60817.57,Full-time,3,2,15812.57,Near-Prime,159.49,721,Leeds,2025-07-16
CUST_000840,29,49866.96,Full-time,1,2,10970.73,Prime,179.53,795,London,2025-07-20
CUST_000841,25,97272.49,Self-employed,0,1,9727.25,Subprime,811.29,604,Glasgow,2025-07-17
CUST_000842,34,27104.06,Self-employed,4,2,7589.14,Subprime,295.17,621,London,2025-08-04
CUST_000843,24,25710.11,Full-time,4,3,10798.25,Prime,251.31,824,Sheffield,2025-07-12
CUST_000844,34,34660.6,Full-time,1,1,3812.67,Near-Prime,132.46,705,Sheffield,2025-07-16
CUST_000845,62,69224.76,Self-employed,4,3,29074.4,Prime,353.64,850,Glasgow,2025-07-09
CUST_000846,18,12736.06,Student,1,2,2801.93,Subprime,147.38,620,Manchester,2025-07-28
CUST_000847,76,50970.17,Part-time,6,4,32620.91,Prime,49.98,761,Sheffield,2025-07-30
CUST_000848,20,26627.06,Full-time,1,1,2928.98,Subprime,410.3,617,Leeds,2025-08-06
CUST_000849,35,79603.9,Full-time,1,2,17512.86,Prime,136.44,847,Glasgow,2025-07-31
CUST_000850,36,43605.93,Full-time,3,1,5668.77,Near-Prime,59.32,710,Manchester,2025-07-23
CUST_000851,18,9422.74,Student,2,2,2261.46,Subprime,89.79,614,Manchester,2025-07-10
CUST_000852,50,60974.29,Full-time,3,4,31706.63,Prime,438.47,759,London,2025-07-20
CUST_000853,77,99064.42,Retired,14,2,47550.92,Near-Prime,437.09,723,Newcastle,2025-07-22
CUST_000854,44,63718.95,Contract,1,5,35045.42,Prime,247.57,765,Bristol,2025-07-22
CUST_000855,18,2534.58,Student,11,1,532.26,Near-Prime,392.48,689,Bristol,2025-07-31
CUST_000856,18,22933.88,Full-time,0,1,2293.39,Subprime,267.87,629,London,2025-07-12
CUST_000857,54,77304.14,Full-time,0,2,15460.83,Prime,288.09,753,Cardiff,2025-07-20
CUST_000858,26,932.07,Unemployed,4,1,130.49,Subprime,381.11,622,Birmingham,2025-07-21
CUST_000859,88,72967.96,Part-time,8,2,26268.47,Prime,257.33,850,Glasgow,2025-08-06
CUST_000860,26,34051.61,Full-time,1,2,7491.35,Subprime,436.44,610,Bristol,2025-07-18
CUST_000861,105,70229.88,Part-time,1,2,15450.57,Subprime,374.8,587,Glasgow,2025-07-29
CUST_000862,40,21247.78,Part-time,2,1,2549.73,Near-Prime,483.46,733,Liverpool,2025-07-14
CUST_000863,62,51330.8,Part-time,6,3,24638.78,Prime,129.19,777,Liverpool,2025-08-04
CUST_000864,29,41373.43,Contract,0,3,12412.03,Near-Prime,150.35,681,Bristol,2025-07-19
CUST_000865,18,4223.31,Student,0,1,422.33,Deep-Subprime,263.71,529,Glasgow,2025-07-16
CUST_000866,26,44114.26,Full-time,0,2,8822.85,Subprime,126.69,628,Birmingham,2025-07-21
CUST_000867,37,60057.23,Self-employed,1,3,19818.89,Prime,480.44,759,Manchester,2025-07-15
CUST_000868,59,79229.76,Contract,3,1,10299.87,Near-Prime,293.34,727,Sheffield,2025-07-12
CUST_000869,29,57056.27,Full-time,4,1,7987.88,Near-Prime,161.27,682,Bristol,2025-07-11
CUST_000870,71,90314.63,Retired,3,3,35222.71,Prime,386.84,838,London,2025-07-17
CUST_000871,62,52479.49,Full-time,2,1,6297.54,Near-Prime,140.72,680,Manchester,2025-07-23
CUST_000872,18,9600.0,Part-time,6,4,6144.0,Prime,241.26,833,Newcastle,2025-08-06
CUST_000873,32,60421.4,Full-time,3,2,15709.56,Prime,226.28,850,Glasgow,2025-08-05
CUST_000874,39,77470.61,Full-time,3,3,30213.54,Prime,436.98,850,Birmingham,2025-07-23
CUST_000875,18,5406.18,Student,1,3,1784.04,Near-Prime,456.95,676,Manchester,2025-07-30
CUST_000876,18,16000.0,Full-time,1,2,3520.0,Deep-Subprime,448.59,501,Leeds,2025-07-15
CUST_000877,18,24864.82,Part-time,9,5,23621.58,Prime,240.53,840,Bristol,2025-07-31
CUST_000878,32,56332.12,Full-time,0,3,16899.64,Prime,79.74,788,Leeds,2025-07-23
CUST_000879,18,9892.95,Student,2,2,2374.31,Deep-Subprime,293.62,512,Birmingham,2025-07-28
CUST_000880,18,41108.41,Full-time,2,4,19732.04,Prime,568.29,815,Cardiff,2025-07-22
CUST_000881,55,42589.11,Full-time,3,2,11073.17,Prime,684.65,812,Newcastle,2025-08-02
CUST_000882,77,105606.38,Retired,3,5,68644.15,Prime,294.91,850,Bristol,2025-08-04
CUST_000883,35,35273.94,Part-time,11,5,37037.64,Prime,274.82,850,Leeds,2025-08-01
CUST_000884,18,19583.58,Full-time,2,1,2350.03,Near-Prime,193.21,722,Newcastle,2025-07-30
CUST_000885,29,34056.52,Full-time,3,3,13282.04,Near-Prime,62.19,740,Newcastle,2025-07-12
CUST_000886,80,62981.32,Retired,3,5,40937.86,Prime,506.36,796,Manchester,2025-08-07
CUST_000887,18,24131.28,Part-time,5,3,10859.07,Near-Prime,113.94,655,Sheffield,2025-07-10
CUST_000888,18,14809.71,Student,10,4,11847.77,Prime,208.4,769,Bristol,2025-07-29
CUST_000889,41,45851.24,Full-time,5,4,27510.74,Prime,338.43,849,Cardiff,2025-07-24
CUST_000890,18,22977.73,Full-time,3,1,2987.1,Subprime,226.48,643,Bristol,2025-08-07
CUST_000891,101,125419.98,Retired,1,2,27592.4,Prime,219.34,761,Newcastle,2025-07-21
CUST_000892,47,82668.9,Full-time,4,1,11573.65,Near-Prime,230.78,743,Glasgow,2025-07-10
CUST_000893,45,45276.79,Part-time,7,4,30788.21,Prime,394.56,850,Leeds,2025-07-13
CUST_000894,87,93272.75,Retired,0,3,27981.82,Near-Prime,192.21,738,Liverpool,2025-07-20
CUST_000895,25,43497.01,Full-time,4,3,18268.74,Prime,296.59,850,London,2025-08-05
CUST_000896,42,50510.84,Full-time,14,2,24245.2,Near-Prime,95.67,735,Glasgow,2025-08-06
CUST_000897,18,29625.65,Full-time,1,4,13035.29,Prime,255.89,806,Leeds,2025-07-10
CUST_000898,18,6211.64,Student,3,2,1615.03,Subprime,114.61,625,Liverpool,2025-07-22
CUST_000899,22,32849.82,Full-time,1,3,10840.44,Near-Prime,70.96,737,Bristol,2025-08-05
CUST_000900,39,72135.07,Full-time,16,2,37510.23,Near-Prime,258.52,689,Sheffield,2025-07-10
CUST_000901,48,79181.36,Full-time,4,4,44341.56,Prime,688.89,806,Glasgow,2025-07-17
CUST_000902,103,84389.66,Part-time,1,3,27848.59,Prime,679.61,763,Leeds,2025-07-31
CUST_000903,71,53203.18,Part-time,2,2,12768.76,Near-Prime,152.26,740,Liverpool,2025-08-03
CUST_000904,30,66872.93,Full-time,2,2,16049.5,Prime,150.26,823,Liverpool,2025-07-30
CUST_000905,86,134811.42,Retired,3,3,52576.45,Prime,176.77,850,Sheffield,2025-07-22
CUST_000906,70,87685.51,Retired,3,2,22798.23,Prime,776.26,850,Liverpool,2025-07-17
CUST_000907,18,18873.26,Part-time,1,2,4152.12,Near-Prime,193.27,670,Bristol,2025-08-06
CUST_000908,48,74312.53,Full-time,2,2,17835.01,Prime,381.6,786,Cardiff,2025-07-30
CUST_000909,74,77446.05,Part-time,1,2,17038.13,Prime,323.94,802,Sheffield,2025-08-01
CUST_000910,83,115649.64,Retired,3,3,45103.36,Prime,460.23,823,Bristol,2025-07-13
CUST_000911,24,21459.6,Full-time,3,2,5579.5,Near-Prime,400.56,727,Cardiff,2025-07-31
CUST_000912,37,50301.61,Contract,1,4,22132.71,Prime,200.71,780,Sheffield,2025-07-25
CUST_000913,43,94545.65,Self-employed,4,3,39709.17,Prime,239.97,850,Liverpool,2025-07-28
CUST_000914,45,87217.1,Full-time,2,3,31398.16,Prime,655.94,850,Glasgow,2025-07-25
CUST_000915,29,48908.16,Full-time,3,1,6358.06,Near-Prime,474.44,698,Cardiff,2025-07-24
CUST_000916,56,59716.65,Full-time,0,3,17914.99,Near-Prime,265.32,743,Newcastle,2025-07-14
CUST_000917,32,42912.78,Full-time,1,5,23602.03,Prime,299.99,768,Leeds,2025-07-16
CUST_000918,22,16000.0,Full-time,5,1,2400.0,Near-Prime,51.19,673,London,2025-07-25
CUST_000919,37,24925.23,Full-time,5,3,11216.35,Prime,344.69,850,Birmingham,2025-07-28
CUST_000920,35,34437.8,Full-time,4,2,9642.58,Near-Prime,487.67,650,Glasgow,2025-08-02
CUST_000921,18,12987.0,Part-time,3,3,5064.93,Near-Prime,109.68,734,Sheffield,2025-07-22
CUST_000922,29,36000.52,Full-time,13,4,33120.48,Prime,279.09,838,Manchester,2025-07-28
CUST_000923,105,138086.14,Retired,7,5,117373.22,Prime,318.19,850,Sheffield,2025-08-04
CUST_000924,63,4032.44,Unemployed,3,3,1572.65,Near-Prime,235.55,672,Sheffield,2025-07-10
CUST_000925,27,27599.95,Full-time,1,4,12143.98,Prime,274.88,790,Leeds,2025-07-31
CUST_000926,52,48003.75,Full-time,4,3,20161.58,Prime,344.93,753,Manchester,2025-07-13
CUST_000927,57,87439.07,Full-time,0,2,17487.81,Near-Prime,232.19,707,Manchester,2025-07-24
CUST_000928,18,21047.45,Part-time,1,2,4630.44,Deep-Subprime,212.68,549,Newcastle,2025-07-21
CUST_000929,18,4089.46,Student,3,3,1594.89,Near-Prime,244.9,672,Birmingham,2025-07-24
CUST_000930,18,17754.92,Part-time,3,3,6924.42,Prime,330.39,782,Glasgow,2025-07-14
CUST_000931,41,32534.89,Full-time,5,5,24401.17,Prime,388.98,752,Liverpool,2025-07-28
CUST_000932,18,16000.0,Full-time,1,1,1760.0,Subprime,210.18,604,Sheffield,2025-08-02
CUST_000933,18,36666.03,Full-time,3,2,9533.17,Near-Prime,46.21,680,Bristol,2025-07-09
CUST_000934,133,165482.37,Retired,6,3,79431.54,Prime,570.34,755,Newcastle,2025-08-04
CUST_000935,19,10652.27,Part-time,1,4,4687.0,Prime,264.66,780,Bristol,2025-07-31
CUST_000936,18,24877.36,Part-time,1,1,2736.51,Subprime,214.84,558,Glasgow,2025-07-29
CUST_000937,33,37187.63,Full-time,5,1,5578.14,Near-Prime,130.33,660,Liverpool,2025-07-11
CUST_000938,44,44487.78,Full-time,12,4,39149.25,Prime,358.33,800,Leeds,2025-07-18
CUST_000939,95,132527.05,Retired,7,2,45059.2,Prime,190.49,850,Cardiff,2025-08-03
CUST_000940,18,9600.0,Part-time,13,2,4416.0,Subprime,294.0,604,Leeds,2025-07-26
CUST_000941,31,53130.0,Contract,4,2,14876.4,Prime,401.54,802,Cardiff,2025-08-02
CUST_000942,74,82224.31,Retired,3,1,10689.16,Near-Prime,224.52,658,Birmingham,2025-07-30
CUST_000943,18,11379.56,Student,7,4,7738.1,Prime,247.93,757,Manchester,2025-07-11
CUST_000944,22,9600.0,Part-time,6,5,7680.0,Prime,379.6,850,Bristol,2025-07-18
CUST_000945,24,16000.0,Full-time,1,4,7040.0,Prime,140.06,813,Birmingham,2025-07-21
CUST_000946,24,16000.0,Full-time,2,2,3840.0,Subprime,383.93,551,Birmingham,2025-08-04
